Q,I_obs,err,I_fit,I_fit_over_I_obs
5.137909105876913539e-03,7.725611352519281105e+00,6.036960742718496808e-01,7.687614694212301814e+00,9.950817279600029375e-01
5.371798409526735985e-03,6.207028596014146693e+00,5.464600866679391045e-01,6.563224383610258172e+00,1.057385878296878357e+00
5.605435345323486578e-03,5.754267381839172302e+00,5.455052053308668825e-01,5.639629829740719025e+00,9.800778197307520312e-01
5.821345538048161052e-03,5.026928875757953108e+00,5.204430066392498055e-01,4.929593073020809513e+00,9.806371235514114160e-01
6.081332575715576831e-03,4.456079470350633009e+00,4.367991972517863974e-01,4.219594137616410556e+00,9.469297317725766661e-01
6.357818523235810905e-03,4.084454691523804470e+00,4.472569430002829027e-01,3.602453846077563693e+00,8.819913839547529610e-01
6.629891907601249967e-03,3.618355940239510016e+00,4.159865891633675594e-01,3.106422947189015460e+00,8.585177905364920203e-01
6.913458624917227270e-03,2.726066257054593045e+00,3.969993583455612152e-01,2.680606024223961104e+00,9.833238709026280722e-01
7.204083671415976650e-03,2.892640962804855054e+00,3.844928738239621890e-01,2.321383407554901801e+00,8.025134945554970312e-01
7.520270362837404125e-03,2.200834432489206627e+00,3.397578100993452477e-01,2.001307719611521208e+00,9.093404256439159283e-01
7.856477454476984423e-03,2.140631706397892575e+00,3.398613362611958011e-01,1.723834635180693242e+00,8.052924891416484154e-01
8.149090595851888122e-03,1.818706296242512233e+00,8.841097530348096534e-02,1.524316551700022782e+00,8.381323333235799478e-01
8.565122008883541138e-03,1.630997341494367925e+00,3.030314666068369411e-01,1.293690477340495582e+00,7.931898136358568330e-01
8.816672640498360303e-03,1.560794791518900215e+00,6.457146339209184072e-02,1.178195009998482590e+00,7.548686197574457912e-01
8.971842088051969200e-03,1.408936271615098157e+00,4.195865107745783140e-02,1.114382359186464999e+00,7.909387966206741227e-01
9.423528171805155632e-03,1.077690443439641266e+00,5.355977312189113410e-02,9.564509991747919271e-01,8.875006779517390365e-01
9.745037173786439896e-03,1.054814438601705540e+00,2.653680058070945202e-01,8.643471656077058585e-01,8.194305405541386644e-01
1.017091098263514688e-02,9.272691236231497269e-01,2.492005411483030064e-01,7.628486200041850740e-01,8.226830815022515564e-01
1.047263942487483730e-02,8.930119445109392373e-01,2.299192962170167401e-02,7.025948650087726621e-01,7.867698403446897748e-01
1.107351889487671708e-02,6.849637669245948191e-01,2.625503929303660972e-02,6.049052164797174003e-01,8.831200213635668206e-01
1.158433771814053152e-02,6.262391944495468987e-01,3.095251158349238141e-02,5.399787230395328708e-01,8.622563516072553336e-01
1.198312253681269555e-02,5.632389737377051508e-01,2.463925535359378152e-02,4.982892383194221786e-01,8.846852962122443431e-01
1.248356688265144822e-02,5.175969942684712777e-01,2.005088497081804547e-02,4.547897421510878613e-01,8.786560725567001962e-01
1.302519010043231597e-02,4.582393750660503917e-01,2.909169051418880950e-02,4.163870910508573053e-01,9.086672025747229986e-01
1.333230184424476911e-02,4.353687360395138706e-01,1.412848103621246534e-02,3.979166782651271661e-01,9.139762351447587863e-01
1.381946162277382893e-02,4.320353813335011117e-01,3.269439501278940952e-02,3.725711720872876276e-01,8.623626401553643461e-01
1.428968717154040398e-02,4.087480398293847350e-01,1.956633084606679007e-01,3.520067301940821292e-01,8.611826746398907328e-01
1.471706101995580440e-02,3.635083246247320932e-01,1.568958793597597864e-02,3.360288204799558032e-01,9.244047459624349372e-01
1.508096559438774908e-02,3.728560677479346164e-01,1.342061438420826154e-02,3.241598925294994493e-01,8.693968546292890620e-01
1.567440197223955722e-02,3.105990874564633630e-01,1.119308363541964696e-02,3.076058675351103222e-01,9.903630756102186350e-01
1.623542374825294801e-02,3.465344535628689937e-01,2.579678011528559467e-01,2.946349297564928582e-01,8.502327163352014772e-01
1.679522622772237211e-02,3.078608888065567650e-01,1.025257243873376606e-02,2.837732726171818265e-01,9.217581152229106234e-01
1.744305363142721610e-02,2.869662835162855030e-01,1.171161572688664797e-02,2.733122977676146204e-01,9.524195470584054801e-01
1.821637609071816502e-02,2.535561547312564223e-01,9.987892225382788772e-03,2.632218904398829218e-01,1.038120690538437918e+00
1.872080193530444026e-02,2.483475647879742620e-01,8.488573030959590052e-03,2.577480687674670312e-01,1.037852209211386434e+00
1.940734783867090890e-02,2.409328971820456911e-01,8.895050958269111463e-03,2.514595616556091762e-01,1.043691270875349408e+00
2.011656900771569348e-02,2.446177713555879873e-01,8.130258819739041853e-03,2.461110721056032902e-01,1.006104629037129827e+00
2.097426551875726172e-02,2.184768342669329289e-01,7.778461285314786956e-03,2.408944725131754172e-01,1.102608765462304463e+00
2.176396827728280595e-02,2.109588169366795607e-01,7.938198964479710115e-03,2.370646138566701588e-01,1.123748309262780909e+00
2.304986580035186736e-02,2.254686987005749543e-01,5.256711034862459123e-03,2.323650696713709107e-01,1.030586822075708175e+00
2.425756125598791529e-02,2.190084826109162663e-01,6.312357490570948658e-03,2.284825994598326526e-01,1.043259131956764563e+00
2.490719186390941836e-02,2.185028277870219027e-01,7.216702219710499112e-03,2.274423915437192301e-01,1.040912805784879103e+00
2.579865889394116624e-02,2.118799788905029735e-01,5.878314248665674792e-03,2.259731929057361421e-01,1.066515081269270748e+00
2.667013987670234162e-02,2.100178404427707757e-01,5.794388276913623251e-03,2.248393679449538218e-01,1.070572706923066608e+00
2.771503015016948956e-02,2.142984081502533056e-01,5.233249847293292532e-03,2.238594761541320699e-01,1.044615674406573769e+00
2.859368421612196523e-02,2.093254568778371016e-01,6.465392678341842260e-03,2.236126783588953393e-01,1.068253626167391168e+00
2.951447492885961657e-02,2.104652789106034039e-01,4.637933846760092932e-03,2.232519947525744286e-01,1.060754514512592284e+00
3.061562445324804427e-02,2.078608762992656955e-01,5.290311133715959110e-03,2.228471827462584209e-01,1.072097773827414890e+00
3.156227979959883023e-02,2.137209673216053929e-01,5.092043497043309379e-03,2.228220097116493659e-01,1.042583760049844877e+00
3.259506328870292319e-02,2.145635909522372042e-01,4.757633560127066084e-03,2.227412677315669665e-01,1.038113068219249424e+00
3.384712910430039134e-02,2.109929976835837051e-01,4.181975771870905835e-03,2.230195887843852420e-01,1.056999953708593010e+00
3.502666680268168992e-02,2.123174719015954448e-01,4.479122005302748136e-03,2.264914117577364883e-01,1.066758235811654520e+00
3.608411690544479494e-02,2.167006655171209717e-01,4.264966131688287254e-03,2.261947361093507580e-01,1.043811912481088733e+00
3.740308270479330427e-02,2.159030774201823877e-01,3.760618983836340815e-03,2.275844904011835867e-01,1.054104893365031881e+00
3.851348080971872534e-02,2.253315741464064215e-01,3.313934976078467768e-03,2.293177621710245917e-01,1.017690321650299268e+00
3.978499794244601956e-02,2.330077940450351326e-01,2.646731566166363181e-03,2.316456014346942871e-01,9.941538753417082930e-01
4.163161920608882821e-02,2.342478055185205355e-01,3.107057839082374203e-03,2.330499566094993147e-01,9.948864028571379192e-01
4.289679195542570739e-02,2.294149617483153270e-01,3.457321062187471497e-03,2.357798913500342153e-01,1.027744178292528510e+00
4.438414979045095243e-02,2.364106510053671784e-01,3.356888275067016619e-03,2.390342680518942331e-01,1.011097710849192977e+00
4.566001087036158923e-02,2.444647821284728351e-01,2.201794921309904209e-03,2.415778187860394000e-01,9.881906779483833336e-01
4.740162685349656041e-02,2.441899123233470803e-01,3.287189686318456750e-03,2.456644090027287342e-01,1.006038319377539070e+00
4.886980810049567497e-02,2.502904701037477753e-01,2.316919921837292881e-03,2.490493479625044970e-01,9.950412728829475251e-01
5.093309922617410973e-02,2.602630278463937130e-01,2.449345667887754992e-03,2.537461253571148267e-01,9.749603217052975612e-01
5.248379674487226032e-02,2.602539547826004940e-01,2.240485499188977006e-03,2.578861804118818268e-01,9.909020619006672081e-01
5.437961251237895255e-02,2.719549102980952648e-01,2.105440634558784514e-03,2.635765378862037212e-01,9.691920531873911004e-01
5.668469861568958129e-02,2.772802379961364916e-01,2.349826508604653356e-03,2.708032805850446589e-01,9.766411142103027521e-01
5.800105797149550380e-02,2.852249033190910610e-01,2.739435075869493981e-03,2.749901817079286603e-01,9.641170126028144605e-01
6.029426732721518412e-02,2.941957054721971443e-01,1.649076461386731526e-03,2.825404487831802425e-01,9.603826416490013340e-01
6.212917967761300009e-02,3.032639070000622827e-01,2.573306707248212716e-03,2.888779110237641445e-01,9.525627823020325069e-01
6.404774697856922827e-02,3.070210464970190012e-01,1.969907235956169442e-03,2.957502928920275331e-01,9.632899642106428351e-01
6.636490686460176647e-02,3.191215275447152888e-01,1.799039152945057767e-03,3.040919419455612727e-01,9.529032537704681394e-01
6.904567655939464199e-02,3.257324414858496220e-01,1.724630348653022468e-03,3.133393579818376518e-01,9.619531802006575649e-01
7.101138663560449538e-02,3.327458341098248895e-01,2.354600281308382066e-03,3.199175420030547223e-01,9.614471744144027499e-01
7.336895743619251120e-02,3.397510605816949636e-01,1.691039520067760642e-03,3.273596399797030765e-01,9.635279413674934235e-01
7.588539658703885582e-02,3.510079879560155103e-01,1.843701024242551433e-03,3.344806944921893677e-01,9.529147653873416557e-01
7.891670992906019144e-02,3.505009926395403208e-01,1.744327903168965124e-03,3.419879446323316197e-01,9.757117720463530652e-01
8.197715529228655207e-02,3.559896276805288307e-01,1.631904926543730839e-03,3.479614992886871927e-01,9.774484204943010290e-01
8.508976933886307215e-02,3.587261832968191011e-01,1.856501026719618907e-03,3.522706489256759999e-01,9.820042844048503250e-01
8.784890981392069753e-02,3.599517794005824833e-01,1.757818548353058457e-03,3.543746809060526748e-01,9.845059843743036998e-01
9.000361925701749755e-02,3.605180937295470733e-01,3.005107695592437300e-03,3.549863505634319738e-01,9.846561288813845403e-01
9.388637713796940676e-02,3.542533827309484185e-01,1.434375818373653019e-03,3.537716673453831229e-01,9.986401953826051781e-01
9.612972625647848990e-02,3.509980262367028980e-01,3.697323376604126112e-03,3.517394988086949836e-01,1.002112469349021540e+00
1.006199045739266107e-01,3.462580389128958602e-01,1.654692703704444467e-03,3.450866651560647314e-01,9.966170496416234537e-01
1.046591747308867476e-01,3.395387104718182725e-01,2.243738488163534231e-03,3.366658656074815736e-01,9.915389769244731255e-01
1.086973725861200141e-01,3.291969812440142529e-01,1.429485090671781368e-03,3.264228386241740942e-01,9.915730010361673008e-01
1.134447459187657437e-01,3.152890810530176724e-01,1.811993282733874531e-03,3.128452120130428837e-01,9.922487990011812364e-01
1.173110143632663666e-01,3.004233797119303384e-01,1.730019573706540132e-03,3.011480760300793702e-01,1.002412250068033694e+00
1.219069958677685694e-01,2.912093211250714186e-01,1.598586363537181409e-03,2.870316040858893469e-01,9.856539034429196988e-01
1.257718244152171150e-01,2.821060629229225070e-01,1.946630580221521845e-03,2.754259485333959145e-01,9.763205571680615424e-01
1.298218015330372122e-01,2.708441674464859839e-01,1.356237734858605111e-03,2.637909483681731282e-01,9.739583866811293289e-01
1.346654973489948004e-01,2.534245288428272902e-01,1.532673006865934492e-03,2.509105721157345315e-01,9.900800576070049042e-01
1.388294635021068979e-01,2.489428949401646940e-01,1.395154874158732392e-03,2.408662137211588505e-01,9.675560886325069720e-01
1.433722078266791711e-01,2.382746044744412095e-01,1.319307173644933533e-03,2.310771146868238479e-01,9.697932987718402842e-01
1.488793485872868805e-01,2.279600656207820819e-01,1.188668830450285941e-03,2.207907688264161561e-01,9.685502073582824556e-01
1.540677305202894642e-01,2.201580188887257705e-01,1.289333848997874536e-03,2.125395381961706354e-01,9.653953976738601783e-01
1.587191720666215888e-01,2.086430912052514297e-01,1.145914384999901364e-03,2.061164069746275751e-01,9.878899214154268638e-01
1.645206263346651598e-01,2.010410926476002835e-01,1.018434880258177900e-03,1.991358929975758363e-01,9.905233321957515047e-01
1.706614019695936457e-01,1.923106185151701175e-01,1.004761501793961483e-03,1.926166105192919364e-01,1.001591134210291667e+00
1.764236542046940248e-01,1.881456521450380337e-01,1.034747223025980203e-03,1.870361435277240192e-01,9.941029271489159047e-01
1.822887185420839495e-01,1.796714938236131376e-01,9.459474636888694611e-04,1.816857165345720226e-01,1.011210585875889079e+00
1.886853522393059091e-01,1.735492908412668567e-01,8.953706614783756967e-04,1.760989769604357769e-01,1.014691423438318418e+00
1.952277147316726080e-01,1.680799471367240283e-01,8.728052393812534698e-04,1.705861969815777590e-01,1.014911058026541468e+00
2.018098375457103855e-01,1.627016216224485556e-01,8.336272715920510197e-04,1.652385860366390458e-01,1.015592742032267903e+00
2.085002909161943474e-01,1.562708633695242266e-01,8.009086019675153547e-04,1.600238481421955017e-01,1.024015895809040400e+00
2.157164826713502404e-01,1.522176970979061683e-01,7.432349845815783285e-04,1.546717507603775632e-01,1.016121999670596354e+00
2.232864832888701023e-01,1.472973521322688550e-01,7.285477750861341258e-04,1.493793049443137011e-01,1.014134353278633993e+00
2.308392220110309090e-01,1.425158328972214727e-01,7.043111918863003600e-04,1.444283082338880531e-01,1.013419388553451483e+00
2.384541492281614661e-01,1.377665913045845736e-01,6.669962840603213755e-04,1.397560658056511418e-01,1.014440906770118778e+00
2.466871024373974153e-01,1.325380713470896143e-01,6.326127010907466085e-04,1.350447265725796264e-01,1.018912718436392639e+00
2.551228988787717089e-01,1.284422858344429486e-01,6.154607331900860834e-04,1.305492095357625171e-01,1.016403660894320327e+00
2.640211177172789858e-01,1.237167478265356335e-01,5.613156951083987396e-04,1.261324975019517680e-01,1.019526456343673670e+00
2.732807479855638988e-01,1.208315577706664534e-01,5.717506255496280403e-04,1.218518723225662931e-01,1.008444106578815669e+00
2.822330290347649928e-01,1.163767117253586836e-01,5.422676473857061634e-04,1.179841408303404088e-01,1.013812291833568580e+00
2.920439865897109799e-01,1.127594970306721317e-01,4.877692771272984160e-04,1.140182554731699466e-01,1.011163214413375977e+00
3.022480341885022681e-01,1.091492671969649664e-01,4.989532624176824241e-04,1.101662008339299587e-01,1.009316907598929447e+00
3.122866481160652130e-01,1.061778138034821378e-01,4.688111053659512286e-04,1.066230812551044599e-01,1.004193601616684584e+00
3.231381141473891327e-01,1.032988852667823115e-01,4.674443304243156949e-04,1.030413757927588492e-01,9.975071417919136874e-01
3.343118730881861622e-01,9.932889923157391110e-02,4.522148023600313250e-04,9.959486157205446610e-02,1.002677592750328417e+00
3.459039275614308462e-01,9.739443348101667342e-02,4.500082276202809189e-04,9.625356144768622280e-02,9.882860653062598422e-01
3.575591038206403227e-01,9.388209089104322669e-02,4.353660508394451402e-04,9.311122249966817532e-02,9.917889729120998865e-01
3.694499927832214370e-01,9.045403958955530732e-02,4.499565223852722458e-04,9.010841663836563487e-02,9.961790213819308182e-01
3.825196365059411741e-01,8.763549381921190151e-02,4.545012794028908563e-04,8.702030931964387095e-02,9.929801901859863777e-01
3.957644323559594279e-01,8.401034961385131505e-02,4.954481419001599204e-04,8.409585230643860931e-02,1.001017763799106897e+00
