Q,I_obs,err,I_fit,I_fit_over_I_obs
1.471706101995580440e-02,1.852653091762534732e-01,1.493783387104994330e-02,1.797766203521722894e-01,9.703738986619482310e-01
1.508096559438774908e-02,1.840349662337800452e-01,1.266823638347552156e-02,1.749020156540823101e-01,9.503738296770400940e-01
1.567440197223955722e-02,1.678274567250949145e-01,1.068769534080229837e-02,1.684197943313311963e-01,1.003529443976539204e+00
1.623542374825294801e-02,1.939605727471575836e-01,2.543420891401034778e-01,1.634066418428732348e-01,8.424734961774229536e-01
1.679522622772237211e-02,1.634904075321865491e-01,9.742751691962960037e-03,1.592205761025405342e-01,9.738832908052700299e-01
1.744305363142721610e-02,1.426622538407197049e-01,1.111909499694798721e-02,1.526209379522531495e-01,1.069806019766462946e+00
1.821637609071816502e-02,1.449867854624814212e-01,9.609881813925998453e-03,1.480761513140878838e-01,1.021307913281558344e+00
1.872080193530444026e-02,1.257464716633504842e-01,8.097202263693365279e-03,1.479079363344898979e-01,1.176239256481647288e+00
1.940734783867090890e-02,1.349766313159186937e-01,8.527905518566395240e-03,1.473358895744107944e-01,1.091565911358127750e+00
2.011656900771569348e-02,1.188961168223211795e-01,7.693014106548109500e-03,1.441477720219517533e-01,1.212384187764237398e+00
2.097426551875726172e-02,1.191988170415952952e-01,7.447203597482791003e-03,1.424486043599537954e-01,1.195050487038351372e+00
2.176396827728280595e-02,1.310896276962785489e-01,7.697927275316631714e-03,1.427144248635010548e-01,1.088678237718059494e+00
2.304986580035186736e-02,1.266417068725399775e-01,5.029338091830422124e-03,1.428272201767179783e-01,1.127805552403586153e+00
2.425756125598791529e-02,1.307128342001200594e-01,6.071602613432832904e-03,1.430833402043771019e-01,1.094638801766916858e+00
2.490719186390941836e-02,1.333264926587003907e-01,6.964038401566651978e-03,1.436753791362233579e-01,1.077620630912528910e+00
2.579865889394116624e-02,1.300129286391510930e-01,5.668390950112012217e-03,1.450092644370124251e-01,1.115344958034776957e+00
2.667013987670234162e-02,1.327420040178379779e-01,5.607676747587653047e-03,1.457530788756397078e-01,1.098017767277743362e+00
2.771503015016948956e-02,1.337219584343993795e-01,5.050441057586125236e-03,1.461843496104305029e-01,1.093196295671550855e+00
2.859368421612196523e-02,1.447388475778018102e-01,6.308762827458634474e-03,1.476764790641676428e-01,1.020296081774360930e+00
2.951447492885961657e-02,1.444092804922214313e-01,4.517379559582457814e-03,1.496382192419559443e-01,1.036209160047827815e+00
3.061562445324804427e-02,1.523954733697741037e-01,5.198985041494638172e-03,1.517692223104914750e-01,9.958906190227639899e-01
3.156227979959883023e-02,1.523267807800258722e-01,4.982826824826660193e-03,1.536726512444746284e-01,1.008835415923299283e+00
3.259506328870292319e-02,1.528559138970415343e-01,4.655112922398316026e-03,1.567543986655685617e-01,1.025504311015096981e+00
3.384712910430039134e-02,1.583590114553078410e-01,4.114957702039090739e-03,1.610983892177531018e-01,1.017298527802558139e+00
3.502666680268168992e-02,1.668979658576253133e-01,4.437074541786307710e-03,1.651831248213440906e-01,9.897252130817214555e-01
3.608411690544479494e-02,1.761067017263059087e-01,4.236353023761707873e-03,1.688550600636480048e-01,9.588224548437233041e-01
3.740308270479330427e-02,1.819255605529503106e-01,3.753087030753142223e-03,1.740827199128994751e-01,9.568898366111223686e-01
