Q,I,err,count
1.921000000000000138e-02,7.469686018618461321e-02,7.320000000000000118e-03,1.000000000000000000e+00
2.001000000000000001e-02,6.633686018618462077e-02,7.170000000000000158e-03,1.000000000000000000e+00
2.080999999999999864e-02,8.078686018618461140e-02,6.779999999999999569e-03,1.000000000000000000e+00
2.161000000000000074e-02,7.804686018618461896e-02,6.649999999999999661e-03,1.000000000000000000e+00
2.240999999999999936e-02,8.831686018618462031e-02,6.490000000000000109e-03,1.000000000000000000e+00
2.321000000000000146e-02,8.140686018618462083e-02,6.570000000000000319e-03,1.000000000000000000e+00
2.401000000000000009e-02,9.337686018618462924e-02,6.429999999999999952e-03,1.000000000000000000e+00
2.480999999999999872e-02,1.041368601861846210e-01,6.239999999999999887e-03,1.000000000000000000e+00
2.561000000000000082e-02,1.066068601861846210e-01,6.049999999999999822e-03,1.000000000000000000e+00
2.640999999999999945e-02,1.014868601861846076e-01,6.040000000000000230e-03,1.000000000000000000e+00
2.721000000000000155e-02,1.156968601861846080e-01,5.870000000000000218e-03,1.000000000000000000e+00
2.800000000000000058e-02,1.127068601861846153e-01,5.899999999999999863e-03,1.000000000000000000e+00
2.879999999999999921e-02,1.213768601861846264e-01,5.749999999999999903e-03,1.000000000000000000e+00
2.960000000000000131e-02,1.274668601861846107e-01,5.799999999999999600e-03,1.000000000000000000e+00
3.039999999999999994e-02,1.073768601861846139e-01,5.709999999999999798e-03,1.000000000000000000e+00
3.119999999999999857e-02,1.205968601861846234e-01,5.669999999999999693e-03,1.000000000000000000e+00
3.200000000000000067e-02,1.128068601861846043e-01,5.530000000000000193e-03,1.000000000000000000e+00
3.280000000000000276e-02,1.156968601861846080e-01,5.539999999999999786e-03,1.000000000000000000e+00
3.359999999999999792e-02,1.126368601861846286e-01,5.459999999999999576e-03,1.000000000000000000e+00
3.440000000000000002e-02,1.123668601861846084e-01,5.290000000000000431e-03,1.000000000000000000e+00
3.520000000000000212e-02,1.136568601861846217e-01,5.219999999999999814e-03,1.000000000000000000e+00
3.599999999999999728e-02,9.698686018618463134e-02,5.239999999999999866e-03,1.000000000000000000e+00
3.679999999999999938e-02,1.042368601861846100e-01,5.069999999999999854e-03,1.000000000000000000e+00
3.760000000000000148e-02,1.034968601861846194e-01,5.060000000000000261e-03,1.000000000000000000e+00
3.839999999999999664e-02,9.956686018618463030e-02,5.080000000000000314e-03,1.000000000000000000e+00
3.919999999999999873e-02,9.969686018618462153e-02,4.839999999999999684e-03,1.000000000000000000e+00
4.000000000000000083e-02,9.007686018618463186e-02,4.899999999999999842e-03,1.000000000000000000e+00
4.080000000000000293e-02,9.405686018618461541e-02,4.789999999999999987e-03,1.000000000000000000e+00
4.159999999999999809e-02,9.003686018618461961e-02,4.839999999999999684e-03,1.000000000000000000e+00
4.240000000000000019e-02,9.401686018618463092e-02,4.590000000000000330e-03,1.000000000000000000e+00
4.320000000000000229e-02,8.174686018618462779e-02,4.570000000000000277e-03,1.000000000000000000e+00
4.399999999999999745e-02,8.098686018618461713e-02,4.579999999999999870e-03,1.000000000000000000e+00
4.479999999999999954e-02,8.084686018618461589e-02,4.449999999999999963e-03,1.000000000000000000e+00
4.560000000000000164e-02,7.949686018618461192e-02,4.510000000000000120e-03,1.000000000000000000e+00
4.639999999999999680e-02,8.269686018618460643e-02,4.389999999999999805e-03,1.000000000000000000e+00
4.719999999999999890e-02,8.466686018618460596e-02,4.340000000000000108e-03,1.000000000000000000e+00
4.800000000000000100e-02,7.730686018618461441e-02,4.270000000000000358e-03,1.000000000000000000e+00
4.880000000000000310e-02,6.472686018618462045e-02,4.400000000000000265e-03,1.000000000000000000e+00
4.959999999999999826e-02,6.547686018618462112e-02,4.179999999999999688e-03,1.000000000000000000e+00
5.040000000000000036e-02,6.964686018618461427e-02,4.259999999999999898e-03,1.000000000000000000e+00
5.120000000000000245e-02,6.371686018618462344e-02,4.199999999999999740e-03,1.000000000000000000e+00
5.199999999999999761e-02,6.174686018618462391e-02,4.159999999999999636e-03,1.000000000000000000e+00
5.279999999999999971e-02,6.533686018618461988e-02,4.060000000000000241e-03,1.000000000000000000e+00
5.360000000000000181e-02,5.995686018618462398e-02,4.029999999999999728e-03,1.000000000000000000e+00
5.439999999999999697e-02,6.659686018618461711e-02,4.009999999999999676e-03,1.000000000000000000e+00
5.519999999999999907e-02,5.762686018618461137e-02,3.980000000000000031e-03,1.000000000000000000e+00
5.600000000000000117e-02,6.035686018618462156e-02,3.980000000000000031e-03,1.000000000000000000e+00
5.680000000000000326e-02,6.166686018618461329e-02,3.860000000000000150e-03,1.000000000000000000e+00
5.759999999999999842e-02,5.388686018618461804e-02,3.939999999999999926e-03,1.000000000000000000e+00
5.840000000000000052e-02,5.314686018618461349e-02,3.810000000000000019e-03,1.000000000000000000e+00
5.920000000000000262e-02,4.868686018618462175e-02,3.870000000000000176e-03,1.000000000000000000e+00
5.999999999999999778e-02,5.985686018618462112e-02,3.769999999999999914e-03,1.000000000000000000e+00
6.079999999999999988e-02,5.897686018618461534e-02,3.789999999999999966e-03,1.000000000000000000e+00
6.160000000000000198e-02,5.282686018618461266e-02,3.739999999999999835e-03,1.000000000000000000e+00
6.239999999999999714e-02,4.930686018618461730e-02,3.789999999999999966e-03,1.000000000000000000e+00
6.320000000000000617e-02,4.805686018618461619e-02,3.640000000000000006e-03,1.000000000000000000e+00
6.400000000000000133e-02,4.854686018618462051e-02,3.690000000000000138e-03,1.000000000000000000e+00
6.479999999999999649e-02,5.069686018618461965e-02,3.650000000000000033e-03,1.000000000000000000e+00
6.560000000000000553e-02,4.934686018618461567e-02,3.579999999999999849e-03,1.000000000000000000e+00
6.640000000000000069e-02,4.617686018618462340e-02,3.599999999999999901e-03,1.000000000000000000e+00
6.719999999999999585e-02,4.617686018618462340e-02,3.500000000000000073e-03,1.000000000000000000e+00
6.800000000000000488e-02,4.462686018618461370e-02,3.609999999999999928e-03,1.000000000000000000e+00
6.880000000000000004e-02,4.668686018618461997e-02,3.599999999999999901e-03,1.000000000000000000e+00
6.959999999999999520e-02,5.127686018618461683e-02,3.559999999999999797e-03,1.000000000000000000e+00
7.040000000000000424e-02,4.069686018618462464e-02,3.589999999999999875e-03,1.000000000000000000e+00
7.119999999999999940e-02,4.456686018618462308e-02,3.700000000000000164e-03,1.000000000000000000e+00
7.199999999999999456e-02,4.402686018618462427e-02,3.619999999999999954e-03,1.000000000000000000e+00
7.280000000000000360e-02,4.092686018618461874e-02,3.670000000000000085e-03,1.000000000000000000e+00
7.359999999999999876e-02,4.045686018618462054e-02,3.650000000000000033e-03,1.000000000000000000e+00
7.439999999999999392e-02,4.029686018618461318e-02,3.589999999999999875e-03,1.000000000000000000e+00
7.520000000000000295e-02,4.270686018618462254e-02,3.599999999999999901e-03,1.000000000000000000e+00
7.599999999999999811e-02,4.476686018618461493e-02,3.640000000000000006e-03,1.000000000000000000e+00
7.679999999999999327e-02,3.977686018618462049e-02,3.609999999999999928e-03,1.000000000000000000e+00
7.760000000000000231e-02,3.806686018618461731e-02,3.629999999999999980e-03,1.000000000000000000e+00
7.839999999999999747e-02,4.080686018618462363e-02,3.670000000000000085e-03,1.000000000000000000e+00
7.920000000000000651e-02,4.772686018618461923e-02,3.710000000000000190e-03,1.000000000000000000e+00
8.000000000000000167e-02,4.417686018618462163e-02,3.860000000000000150e-03,1.000000000000000000e+00
8.079999999999999682e-02,3.328686018618462472e-02,3.930000000000000333e-03,1.000000000000000000e+00
8.160000000000000586e-02,4.044686018618462442e-02,3.959999999999999978e-03,1.000000000000000000e+00
8.240000000000000102e-02,4.669686018618461609e-02,4.000000000000000083e-03,1.000000000000000000e+00
8.319999999999999618e-02,3.632686018618461188e-02,4.150000000000000043e-03,1.000000000000000000e+00
8.400000000000000522e-02,3.959686018618462089e-02,4.069999999999999833e-03,1.000000000000000000e+00
8.480000000000000038e-02,3.621686018618461289e-02,4.259999999999999898e-03,1.000000000000000000e+00
8.559999999999999554e-02,3.703686018618461417e-02,4.250000000000000305e-03,1.000000000000000000e+00
8.640000000000000457e-02,3.093686018618461986e-02,4.380000000000000213e-03,1.000000000000000000e+00
8.719999999999999973e-02,3.828686018618461528e-02,4.470000000000000015e-03,1.000000000000000000e+00
8.799999999999999489e-02,3.742686018618461563e-02,4.689999999999999725e-03,1.000000000000000000e+00
8.880000000000000393e-02,2.944686018618461465e-02,4.910000000000000302e-03,1.000000000000000000e+00
8.959999999999999909e-02,3.947686018618461190e-02,5.069999999999999854e-03,1.000000000000000000e+00
9.039999999999999425e-02,2.917686018618462218e-02,5.100000000000000366e-03,1.000000000000000000e+00
9.120000000000000329e-02,3.489686018618461116e-02,5.360000000000000181e-03,1.000000000000000000e+00
9.199999999999999845e-02,3.898686018618462146e-02,5.320000000000000076e-03,1.000000000000000000e+00
9.279999999999999361e-02,2.543686018618461497e-02,5.760000000000000363e-03,1.000000000000000000e+00
9.360000000000000264e-02,3.243686018618462119e-02,5.610000000000000403e-03,1.000000000000000000e+00
9.439999999999999780e-02,3.405686018618461763e-02,6.020000000000000177e-03,1.000000000000000000e+00
9.518999999999999684e-02,3.191686018618461462e-02,5.989999999999999665e-03,1.000000000000000000e+00
9.599000000000000588e-02,3.028686018618462206e-02,6.250000000000000347e-03,1.000000000000000000e+00
9.679000000000000103e-02,3.670686018618461721e-02,6.349999999999999742e-03,1.000000000000000000e+00
9.758999999999999619e-02,4.134686018618462244e-02,6.570000000000000319e-03,1.000000000000000000e+00
9.839000000000000523e-02,3.276686018618461815e-02,7.069999999999999896e-03,1.000000000000000000e+00
9.919000000000000039e-02,3.242686018618461119e-02,7.190000000000000210e-03,1.000000000000000000e+00
9.998999999999999555e-02,3.603686018618461329e-02,7.150000000000000105e-03,1.000000000000000000e+00
1.007900000000000046e-01,3.143686018618462030e-02,8.200000000000000691e-03,1.000000000000000000e+00
1.015899999999999997e-01,3.957686018618461476e-02,7.870000000000000259e-03,1.000000000000000000e+00
1.023899999999999949e-01,2.716686018618462428e-02,8.699999999999999400e-03,1.000000000000000000e+00
